,Country,TotalCases,TotalDeaths,TotalRecovered,date
340,Bhutan,1,0.0,0.0,3/18/20
339,Bahamas,1,0.0,0.0,3/18/20
338,Antigua and Barbuda,1,0.0,0.0,3/18/20
337,Nepal,1,0.0,1.0,3/18/20
336,Cayman Islands,1,1.0,0.0,3/18/20
335,Zambia,2,0.0,0.0,3/18/20
334,U.S. Virgin Islands,2,0.0,0.0,3/18/20
333,Saint Lucia,2,0.0,0.0,3/18/20
332,New Caledonia,2,0.0,0.0,3/18/20
331,Namibia,2,0.0,0.0,3/18/20
330,Mauritania,2,0.0,0.0,3/18/20
329,Liberia,2,0.0,0.0,3/18/20
328,Greenland,2,0.0,0.0,3/18/20
327,Bermuda,2,0.0,0.0,3/18/20
326,Benin,2,0.0,0.0,3/18/20
325,Barbados,2,0.0,0.0,3/18/20
324,Sudan,2,1.0,0.0,3/18/20
323,Tanzania,3,0.0,0.0,3/18/20
322,Saint Martin,3,0.0,0.0,3/18/20
321,St. Barth,3,0.0,0.0,3/18/20
320,Mayotte,3,0.0,0.0,3/18/20
319,Mauritius,3,0.0,0.0,3/18/20
318,Kyrgyzstan,3,0.0,0.0,3/18/20
317,Gabon,3,0.0,0.0,3/18/20
316,French Polynesia,3,0.0,0.0,3/18/20
315,Curaçao,3,0.0,0.0,3/18/20
314,Equatorial Guinea,4,0.0,0.0,3/18/20
313,Aruba,4,0.0,0.0,3/18/20
312,Guyana,4,1.0,0.0,3/18/20
311,Seychelles,6,0.0,0.0,3/18/20
310,Puerto Rico,6,0.0,0.0,3/18/20
309,Mongolia,6,0.0,0.0,3/18/20
308,Ethiopia,6,0.0,0.0,3/18/20
307,Trinidad and Tobago,7,0.0,0.0,3/18/20
306,Kenya,7,0.0,0.0,3/18/20
305,Ghana,7,0.0,0.0,3/18/20
304,DRC,7,0.0,0.0,3/18/20
303,Channel Islands,7,0.0,0.0,3/18/20
302,Montenegro,8,0.0,0.0,3/18/20
301,Guam,8,0.0,0.0,3/18/20
300,Gibraltar,8,0.0,2.0,3/18/20
299,Nigeria,8,0.0,1.0,3/18/20
298,Guatemala,8,1.0,0.0,3/18/20
297,Honduras,9,0.0,0.0,3/18/20
296,Ivory Coast,9,0.0,1.0,3/18/20
295,Monaco,9,0.0,0.0,3/18/20
294,Cuba,10,1.0,0.0,3/18/20
293,Rwanda,11,0.0,0.0,3/18/20
292,Paraguay,11,0.0,0.0,3/18/20
291,French Guiana,11,0.0,0.0,3/18/20
290,Réunion,12,0.0,0.0,3/18/20
289,Bolivia,12,0.0,0.0,3/18/20
288,Maldives,13,0.0,0.0,3/18/20
287,Cameroon,13,0.0,0.0,3/18/20
286,Bangladesh,14,1.0,3.0,3/18/20
285,Jamaica,15,1.0,2.0,3/18/20
284,Ukraine,16,2.0,0.0,3/18/20
283,Macao,17,0.0,10.0,3/18/20
282,Uzbekistan,18,0.0,0.0,3/18/20
281,New Zealand,20,0.0,0.0,3/18/20
280,Burkina Faso,20,1.0,0.0,3/18/20
279,Afghanistan,22,0.0,1.0,3/18/20
278,Martinique,23,1.0,0.0,3/18/20
277,Guadeloupe,27,0.0,0.0,3/18/20
276,Liechtenstein,28,0.0,0.0,3/18/20
275,Tunisia,29,0.0,1.0,3/18/20
274,Lithuania,34,0.0,1.0,3/18/20
273,Azerbaijan,34,1.0,6.0,3/18/20
272,Dominican Republic,34,2.0,0.0,3/18/20
271,Venezuela,36,0.0,0.0,3/18/20
270,Kazakhstan,36,0.0,0.0,3/18/20
269,Senegal,36,0.0,2.0,3/18/20
268,Moldova,36,1.0,1.0,3/18/20
267,Cambodia,37,0.0,1.0,3/18/20
266,Georgia,38,0.0,1.0,3/18/20
265,Bosnia and Herzegovina,39,0.0,2.0,3/18/20
264,Oman,39,0.0,13.0,3/18/20
263,North Macedonia,43,0.0,1.0,3/18/20
262,Palestine,44,0.0,0.0,3/18/20
261,Malta,48,0.0,2.0,3/18/20
260,Sri Lanka,51,0.0,3.0,3/18/20
259,Belarus,51,0.0,5.0,3/18/20
258,Andorra,53,0.0,1.0,3/18/20
257,Morocco,54,2.0,1.0,3/18/20
256,Jordan,56,0.0,1.0,3/18/20
255,Uruguay,58,0.0,0.0,3/18/20
254,Faeroe Islands,58,0.0,1.0,3/18/20
253,Cyprus,58,0.0,0.0,3/18/20
252,Hungary,58,1.0,2.0,3/18/20
251,Albania,59,2.0,0.0,3/18/20
250,Brunei,68,0.0,0.0,3/18/20
249,Costa Rica,69,1.0,0.0,3/18/20
248,Latvia,71,0.0,1.0,3/18/20
247,Algeria,75,7.0,32.0,3/18/20
246,Vietnam,76,0.0,16.0,3/18/20
245,Panama,86,1.0,0.0,3/18/20
244,Serbia,89,0.0,1.0,3/18/20
243,Croatia,89,0.0,5.0,3/18/20
242,Bulgaria,92,2.0,0.0,3/18/20
241,Colombia,93,0.0,1.0,3/18/20
240,Mexico,93,0.0,4.0,3/18/20
239,Argentina,97,2.0,3.0,3/18/20
238,Taiwan,100,1.0,20.0,3/18/20
237,Slovakia,105,0.0,0.0,3/18/20
236,Armenia,110,0.0,1.0,3/18/20
235,UAE,113,0.0,26.0,3/18/20
234,South Africa,116,0.0,0.0,3/18/20
233,Lebanon,133,4.0,4.0,3/18/20
232,San Marino,140,14.0,4.0,3/18/20
231,Kuwait,142,0.0,15.0,3/18/20
230,Peru,145,0.0,1.0,3/18/20
229,Russia,147,0.0,8.0,3/18/20
228,Iraq,164,12.0,41.0,3/18/20
227,Ecuador,168,3.0,0.0,3/18/20
226,India,169,3.0,14.0,3/18/20
225,Hong Kong,181,4.0,92.0,3/18/20
224,Turkey,191,2.0,0.0,3/18/20
223,Philippines,202,17.0,4.0,3/18/20
222,Luxembourg,203,2.0,0.0,3/18/20
221,Egypt,210,6.0,28.0,3/18/20
220,Thailand,212,1.0,41.0,3/18/20
219,Indonesia,227,19.0,11.0,3/18/20
218,Chile,238,0.0,0.0,3/18/20
217,Saudi Arabia,238,0.0,6.0,3/18/20
216,Iceland,250,0.0,5.0,3/18/20
215,Bahrain,255,1.0,95.0,3/18/20
214,Estonia,258,0.0,1.0,3/18/20
213,Romania,260,0.0,19.0,3/18/20
212,Slovenia,286,1.0,0.0,3/18/20
211,Poland,287,5.0,1.0,3/18/20
210,Pakistan,307,2.0,13.0,3/18/20
209,Singapore,313,0.0,114.0,3/18/20
208,Finland,359,0.0,10.0,3/18/20
207,Ireland,366,2.0,5.0,3/18/20
206,Greece,418,5.0,14.0,3/18/20
205,Israel,433,0.0,11.0,3/18/20
204,Qatar,452,0.0,4.0,3/18/20
203,Brazil,509,4.0,2.0,3/18/20
202,Czechia,522,0.0,3.0,3/18/20
201,Australia,596,6.0,43.0,3/18/20
200,Portugal,642,2.0,4.0,3/18/20
199,Diamond Princess,712,7.0,456.0,3/18/20
198,Canada,727,9.0,12.0,3/18/20
197,Malaysia,790,2.0,60.0,3/18/20
196,Japan,899,29.0,144.0,3/18/20
195,Denmark,1057,4.0,1.0,3/18/20
194,Sweden,1292,10.0,15.0,3/18/20
193,Belgium,1486,14.0,31.0,3/18/20
192,Norway,1590,6.0,1.0,3/18/20
191,Austria,1646,4.0,9.0,3/18/20
190,Netherlands,2051,58.0,2.0,3/18/20
189,UK,2626,104.0,65.0,3/18/20
188,Switzerland,3115,33.0,15.0,3/18/20
187,S. Korea,8413,84.0,1540.0,3/18/20
186,France,9134,264.0,602.0,3/18/20
185,USA,9257,150.0,106.0,3/18/20
184,Germany,12327,28.0,105.0,3/18/20
183,Spain,14769,638.0,1081.0,3/18/20
182,Iran,17361,1135.0,5710.0,3/18/20
181,Italy,35713,2978.0,4025.0,3/18/20
180,China,80894,3237.0,69614.0,3/18/20
179,Togo,1,0.0,0.0,3/19/20
178,Eswatini,1,0.0,0.0,3/19/20
177,Suriname,1,0.0,0.0,3/19/20
176,Somalia,1,0.0,0.0,3/19/20
175,Sint Maarten,1,0.0,0.0,3/19/20
174,St. Vincent Grenadines,1,0.0,0.0,3/19/20
173,Niger,1,0.0,0.0,3/19/20
172,Nicaragua,1,0.0,0.0,3/19/20
171,Montserrat,1,0.0,0.0,3/19/20
170,Isle of Man,1,0.0,0.0,3/19/20
169,Vatican City,1,0.0,0.0,3/19/20
168,Guinea,1,0.0,0.0,3/19/20
167,Gambia,1,0.0,0.0,3/19/20
166,Fiji,1,0.0,0.0,3/19/20
165,El Salvador,1,0.0,0.0,3/19/20
164,Djibouti,1,0.0,0.0,3/19/20
163,Chad,1,0.0,0.0,3/19/20
162,CAR,1,0.0,0.0,3/19/20
161,Bhutan,1,0.0,0.0,3/19/20
160,Antigua and Barbuda,1,0.0,0.0,3/19/20
159,Nepal,1,0.0,1.0,3/19/20
158,Zambia,2,0.0,0.0,3/19/20
157,Saint Lucia,2,0.0,0.0,3/19/20
156,New Caledonia,2,0.0,0.0,3/19/20
155,Mauritania,2,0.0,0.0,3/19/20
154,Liberia,2,0.0,0.0,3/19/20
153,Greenland,2,0.0,0.0,3/19/20
152,Bermuda,2,0.0,0.0,3/19/20
151,Benin,2,0.0,0.0,3/19/20
150,Sudan,2,1.0,0.0,3/19/20
149,U.S. Virgin Islands,3,0.0,0.0,3/19/20
148,Saint Martin,3,0.0,0.0,3/19/20
147,St. Barth,3,0.0,0.0,3/19/20
146,Namibia,3,0.0,0.0,3/19/20
145,Kyrgyzstan,3,0.0,0.0,3/19/20
144,Gabon,3,0.0,0.0,3/19/20
143,Congo,3,0.0,0.0,3/19/20
142,Bahamas,3,0.0,0.0,3/19/20
141,Curaçao,3,1.0,0.0,3/19/20
140,Cayman Islands,3,1.0,0.0,3/19/20
139,Mayotte,4,0.0,0.0,3/19/20
138,Barbados,5,0.0,0.0,3/19/20
137,Aruba,5,0.0,1.0,3/19/20
136,Guyana,5,1.0,0.0,3/19/20
135,Tanzania,6,0.0,0.0,3/19/20
134,Seychelles,6,0.0,0.0,3/19/20
133,Puerto Rico,6,0.0,0.0,3/19/20
132,Mongolia,6,0.0,0.0,3/19/20
131,French Polynesia,6,0.0,0.0,3/19/20
130,Equatorial Guinea,6,0.0,0.0,3/19/20
129,Mauritius,7,0.0,0.0,3/19/20
128,Kenya,7,0.0,0.0,3/19/20
127,Ethiopia,7,0.0,0.0,3/19/20
126,Trinidad and Tobago,9,0.0,0.0,3/19/20
125,Ivory Coast,9,0.0,1.0,3/19/20
124,Guatemala,9,1.0,0.0,3/19/20
123,Gibraltar,10,0.0,2.0,3/19/20
122,Monaco,10,0.0,0.0,3/19/20
121,Rwanda,11,0.0,0.0,3/19/20
120,Paraguay,11,0.0,0.0,3/19/20
119,Ghana,11,0.0,0.0,3/19/20
118,Channel Islands,11,0.0,0.0,3/19/20
117,Cuba,11,1.0,0.0,3/19/20
116,Honduras,12,0.0,0.0,3/19/20
115,Guam,12,0.0,0.0,3/19/20
114,Nigeria,12,0.0,1.0,3/19/20
113,Montenegro,13,0.0,0.0,3/19/20
112,Maldives,13,0.0,0.0,3/19/20
111,Cameroon,13,0.0,0.0,3/19/20
110,DRC,14,0.0,0.0,3/19/20
109,French Guiana,15,0.0,0.0,3/19/20
108,Bolivia,15,0.0,0.0,3/19/20
107,Jamaica,15,1.0,2.0,3/19/20
106,Macao,17,0.0,10.0,3/19/20
105,Bangladesh,18,1.0,3.0,3/19/20
104,Afghanistan,22,0.0,1.0,3/19/20
103,Uzbekistan,23,0.0,0.0,3/19/20
102,Martinique,23,1.0,0.0,3/19/20
101,Ukraine,26,3.0,0.0,3/19/20
100,Réunion,28,0.0,0.0,3/19/20
99,Liechtenstein,28,0.0,0.0,3/19/20
98,New Zealand,28,0.0,0.0,3/19/20
97,Guadeloupe,33,0.0,0.0,3/19/20
96,Burkina Faso,33,1.0,0.0,3/19/20
95,Dominican Republic,34,2.0,0.0,3/19/20
94,Senegal,36,0.0,2.0,3/19/20
93,Cambodia,37,0.0,1.0,3/19/20
92,Tunisia,39,1.0,1.0,3/19/20
91,Georgia,40,0.0,1.0,3/19/20
90,Venezuela,42,0.0,0.0,3/19/20
89,Azerbaijan,44,1.0,7.0,3/19/20
88,Kazakhstan,44,3.0,0.0,3/19/20
87,Palestine,47,0.0,0.0,3/19/20
86,Oman,48,0.0,13.0,3/19/20
85,Lithuania,48,0.0,1.0,3/19/20
84,Moldova,49,1.0,1.0,3/19/20
83,North Macedonia,50,0.0,1.0,3/19/20
82,Belarus,51,0.0,5.0,3/19/20
81,Malta,53,0.0,2.0,3/19/20
80,Sri Lanka,60,0.0,3.0,3/19/20
79,Morocco,63,2.0,2.0,3/19/20
78,Bosnia and Herzegovina,64,0.0,2.0,3/19/20
77,Albania,64,2.0,0.0,3/19/20
76,Cyprus,67,0.0,0.0,3/19/20
75,Jordan,69,0.0,1.0,3/19/20
74,Faeroe Islands,72,0.0,1.0,3/19/20
73,Brunei,73,0.0,0.0,3/19/20
72,Hungary,73,1.0,2.0,3/19/20
71,Andorra,74,0.0,1.0,3/19/20
70,Uruguay,79,0.0,0.0,3/19/20
69,Vietnam,85,0.0,16.0,3/19/20
68,Latvia,86,0.0,1.0,3/19/20
67,Costa Rica,87,1.0,0.0,3/19/20
66,Algeria,90,9.0,32.0,3/19/20
65,Serbia,103,0.0,1.0,3/19/20
64,Bulgaria,107,3.0,0.0,3/19/20
63,Colombia,108,0.0,1.0,3/19/20
62,Taiwan,108,1.0,26.0,3/19/20
61,Panama,109,1.0,0.0,3/19/20
60,Croatia,110,1.0,5.0,3/19/20
59,Argentina,111,3.0,3.0,3/19/20
58,Mexico,118,1.0,4.0,3/19/20
57,Armenia,122,0.0,1.0,3/19/20
56,Slovakia,124,0.0,0.0,3/19/20
55,UAE,140,0.0,31.0,3/19/20
54,San Marino,144,14.0,4.0,3/19/20
53,Kuwait,148,0.0,18.0,3/19/20
52,South Africa,150,0.0,0.0,3/19/20
51,Lebanon,157,4.0,4.0,3/19/20
50,Iraq,192,13.0,49.0,3/19/20
49,India,194,4.0,20.0,3/19/20
48,Russia,199,1.0,8.0,3/19/20
47,Hong Kong,208,4.0,98.0,3/19/20
46,Philippines,217,17.0,8.0,3/19/20
45,Peru,234,1.0,1.0,3/19/20
44,Egypt,256,7.0,42.0,3/19/20
43,Ecuador,260,3.0,1.0,3/19/20
42,Estonia,267,0.0,1.0,3/19/20
41,Thailand,272,1.0,42.0,3/19/20
40,Saudi Arabia,274,0.0,8.0,3/19/20
39,Romania,277,0.0,25.0,3/19/20
38,Bahrain,278,1.0,110.0,3/19/20
37,Indonesia,308,25.0,15.0,3/19/20
36,Slovenia,319,1.0,0.0,3/19/20
35,Iceland,330,0.0,5.0,3/19/20
34,Luxembourg,335,4.0,6.0,3/19/20
33,Chile,342,0.0,0.0,3/19/20
32,Singapore,345,0.0,124.0,3/19/20
31,Poland,355,5.0,13.0,3/19/20
30,Turkey,359,4.0,0.0,3/19/20
29,Finland,400,0.0,10.0,3/19/20
28,Pakistan,454,2.0,13.0,3/19/20
27,Qatar,460,0.0,10.0,3/19/20
26,Greece,464,6.0,19.0,3/19/20
25,Ireland,557,3.0,5.0,3/19/20
24,Brazil,635,7.0,2.0,3/19/20
23,Israel,677,0.0,14.0,3/19/20
22,Czechia,694,0.0,3.0,3/19/20
21,Diamond Princess,712,7.0,527.0,3/19/20
20,Australia,756,6.0,46.0,3/19/20
19,Portugal,786,4.0,4.0,3/19/20
18,Canada,873,12.0,11.0,3/19/20
17,Malaysia,900,2.0,75.0,3/19/20
16,Japan,943,33.0,191.0,3/19/20
15,Denmark,1151,6.0,1.0,3/19/20
14,Sweden,1439,11.0,16.0,3/19/20
13,Norway,1790,7.0,1.0,3/19/20
12,Belgium,1795,21.0,165.0,3/19/20
11,Austria,2179,6.0,9.0,3/19/20
10,Netherlands,2460,76.0,2.0,3/19/20
9,UK,3269,144.0,65.0,3/19/20
8,Switzerland,4222,43.0,15.0,3/19/20
7,S. Korea,8565,91.0,1947.0,3/19/20
6,France,10995,372.0,1295.0,3/19/20
5,USA,13801,207.0,108.0,3/19/20
4,Germany,15320,44.0,115.0,3/19/20
3,Spain,18077,831.0,1107.0,3/19/20
2,Iran,18407,1284.0,5979.0,3/19/20
1,Italy,41035,3405.0,4440.0,3/19/20
0,China,80928,3245.0,70420.0,3/19/20
