,Country,TotalCases,TotalDeaths,TotalRecovered,date
2734,Spain,2,0.0,2.0,2/20/20
2733,Russia,2,0.0,2.0,2/20/20
2732,Italy,3,0.0,0.0,2/20/20
2731,India,3,0.0,3.0,2/20/20
2730,Philippines,3,1.0,2.0,2/20/20
2729,Iran,5,2.0,0.0,2/20/20
2728,Canada,8,0.0,2.0,2/20/20
2727,U.A.E.,9,0.0,3.0,2/20/20
2726,U.K.,9,0.0,8.0,2/20/20
2725,Macao,10,0.0,6.0,2/20/20
2724,France,12,1.0,7.0,2/20/20
2723,USA,15,0.0,3.0,2/20/20
2722,Australia,15,0.0,11.0,2/20/20
2721,Vietnam,16,0.0,14.0,2/20/20
2720,Germany,16,0.0,9.0,2/20/20
2719,Malaysia,22,0.0,17.0,2/20/20
2718,Taiwan,24,1.0,2.0,2/20/20
2717,Thailand,35,0.0,17.0,2/20/20
2716,Hong Kong,67,2.0,6.0,2/20/20
2715,Singapore,85,0.0,37.0,2/20/20
2714,Japan,94,1.0,20.0,2/20/20
2713,S. Korea,104,1.0,16.0,2/20/20
2712,Diamond Princess,634,2.0,17.0,2/20/20
2711,China,74581,2119.0,16707.0,2/20/20
2710,Sweden,1,0.0,1.0,2/21/20
2709,Sri Lanka,1,0.0,1.0,2/21/20
2708,Nepal,1,0.0,1.0,2/21/20
2707,Lebanon,1,0.0,0.0,2/21/20
2706,Israel,1,0.0,0.0,2/21/20
2705,Finland,1,0.0,1.0,2/21/20
2704,Egypt,1,0.0,1.0,2/21/20
2703,Cambodia,1,0.0,1.0,2/21/20
2702,Belgium,1,0.0,1.0,2/21/20
2701,Spain,2,0.0,2.0,2/21/20
2700,Russia,2,0.0,2.0,2/21/20
2699,India,3,0.0,3.0,2/21/20
2698,Philippines,3,1.0,2.0,2/21/20
2697,U.K.,9,0.0,8.0,2/21/20
2696,Italy,9,0.0,1.0,2/21/20
2695,Canada,9,0.0,3.0,2/21/20
2694,Macao,10,0.0,6.0,2/21/20
2693,U.A.E.,11,0.0,3.0,2/21/20
2692,France,12,1.0,7.0,2/21/20
2691,Vietnam,16,0.0,15.0,2/21/20
2690,Germany,16,0.0,13.0,2/21/20
2689,Iran,18,4.0,0.0,2/21/20
2688,Australia,19,0.0,11.0,2/21/20
2687,Malaysia,22,0.0,17.0,2/21/20
2686,Taiwan,26,1.0,2.0,2/21/20
2685,USA *,27,0.0,6.0,2/21/20
2684,Thailand,35,0.0,19.0,2/21/20
2683,Hong Kong,69,2.0,6.0,2/21/20
2682,Singapore,86,0.0,47.0,2/21/20
2681,Japan,107,1.0,22.0,2/21/20
2680,S. Korea,204,2.0,17.0,2/21/20
2679,Diamond Princess,634,2.0,17.0,2/21/20
2678,China,75467,2236.0,18667.0,2/21/20
2677,Sweden,1,0.0,0.0,2/22/20
2676,Sri Lanka,1,0.0,1.0,2/22/20
2675,Nepal,1,0.0,1.0,2/22/20
2674,Lebanon,1,0.0,0.0,2/22/20
2673,Israel,1,0.0,0.0,2/22/20
2672,Finland,1,0.0,1.0,2/22/20
2671,Egypt,1,0.0,1.0,2/22/20
2670,Cambodia,1,0.0,1.0,2/22/20
2669,Belgium,1,0.0,1.0,2/22/20
2668,Spain,2,0.0,2.0,2/22/20
2667,Russia,2,0.0,2.0,2/22/20
2666,India,3,0.0,3.0,2/22/20
2665,Philippines,3,1.0,2.0,2/22/20
2664,U.K.,9,0.0,8.0,2/22/20
2663,Canada,9,0.0,3.0,2/22/20
2662,Macao,10,0.0,6.0,2/22/20
2661,France,12,1.0,7.0,2/22/20
2660,U.A.E.,13,0.0,3.0,2/22/20
2659,Vietnam,16,0.0,15.0,2/22/20
2658,Germany,16,0.0,14.0,2/22/20
2657,Australia,21,0.0,11.0,2/22/20
2656,Malaysia,22,0.0,17.0,2/22/20
2655,Taiwan,26,1.0,2.0,2/22/20
2654,Iran,28,9.0,0.0,2/22/20
2653,USA,35,0.0,6.0,2/22/20
2652,Thailand,35,0.0,20.0,2/22/20
2651,Italy,56,2.0,2.0,2/22/20
2650,Hong Kong,70,2.0,10.0,2/22/20
2649,Singapore,89,0.0,49.0,2/22/20
2648,Japan,133,1.0,22.0,2/22/20
2647,S. Korea,433,2.0,18.0,2/22/20
2646,Diamond Princess,634,2.0,17.0,2/22/20
2645,China,76291,2345.0,21068.0,2/22/20
2644,Iraq,1,0.0,0.0,2/23/20
2643,Sweden,1,0.0,0.0,2/23/20
2642,Sri Lanka,1,0.0,1.0,2/23/20
2641,Nepal,1,0.0,1.0,2/23/20
2640,Lebanon,1,0.0,0.0,2/23/20
2639,Finland,1,0.0,1.0,2/23/20
2638,Egypt,1,0.0,1.0,2/23/20
2637,Cambodia,1,0.0,1.0,2/23/20
2636,Belgium,1,0.0,1.0,2/23/20
2635,Spain,2,0.0,2.0,2/23/20
2634,Russia,2,0.0,2.0,2/23/20
2633,Israel,2,0.0,0.0,2/23/20
2632,India,3,0.0,3.0,2/23/20
2631,Philippines,3,1.0,2.0,2/23/20
2630,Canada,9,0.0,3.0,2/23/20
2629,Macao,10,0.0,6.0,2/23/20
2628,France,12,1.0,10.0,2/23/20
2627,U.A.E.,13,0.0,3.0,2/23/20
2626,U.K.,13,0.0,8.0,2/23/20
2625,Vietnam,16,0.0,15.0,2/23/20
2624,Germany,16,0.0,14.0,2/23/20
2623,Malaysia,22,0.0,18.0,2/23/20
2622,Australia,22,0.0,11.0,2/23/20
2621,Taiwan,28,1.0,2.0,2/23/20
2620,USA,35,0.0,7.0,2/23/20
2619,Thailand,35,0.0,21.0,2/23/20
2618,Iran,43,8.0,0.0,2/23/20
2617,Hong Kong,74,2.0,12.0,2/23/20
2616,Singapore,89,0.0,51.0,2/23/20
2615,Japan,146,1.0,23.0,2/23/20
2614,Italy,157,3.0,2.0,2/23/20
2613,S. Korea,602,6.0,18.0,2/23/20
2612,Diamond Princess,691,3.0,17.0,2/23/20
2611,China,76940,2444.0,23163.0,2/23/20
2610,Sweden,1,0.0,0.0,2/24/20
2609,Sri Lanka,1,0.0,1.0,2/24/20
2608,Nepal,1,0.0,1.0,2/24/20
2607,Lebanon,1,0.0,0.0,2/24/20
2606,Iraq,1,0.0,0.0,2/24/20
2605,Finland,1,0.0,1.0,2/24/20
2604,Egypt,1,0.0,1.0,2/24/20
2603,Cambodia,1,0.0,1.0,2/24/20
2602,Belgium,1,0.0,1.0,2/24/20
2601,Bahrain,1,0.0,0.0,2/24/20
2600,Afghanistan,1,0.0,0.0,2/24/20
2599,Spain,2,0.0,2.0,2/24/20
2598,Russia,2,0.0,2.0,2/24/20
2597,Oman,2,0.0,0.0,2/24/20
2596,Israel,2,0.0,0.0,2/24/20
2595,Kuwait,3,0.0,0.0,2/24/20
2594,India,3,0.0,3.0,2/24/20
2593,Philippines,3,1.0,2.0,2/24/20
2592,Macao,10,0.0,5.0,2/24/20
2591,Canada,11,0.0,3.0,2/24/20
2590,France,12,1.0,11.0,2/24/20
2589,U.A.E.,13,0.0,3.0,2/24/20
2588,U.K.,13,0.0,8.0,2/24/20
2587,Vietnam,16,0.0,15.0,2/24/20
2586,Germany,16,0.0,14.0,2/24/20
2585,Malaysia,22,0.0,17.0,2/24/20
2584,Australia,22,0.0,11.0,2/24/20
2583,Taiwan,30,1.0,2.0,2/24/20
2582,Thailand,35,0.0,15.0,2/24/20
2581,Iran,47,12.0,3.0,2/24/20
2580,USA,53,0.0,5.0,2/24/20
2579,Hong Kong,81,2.0,12.0,2/24/20
2578,Singapore,90,0.0,49.0,2/24/20
2577,Japan,146,1.0,23.0,2/24/20
2576,Italy,223,6.0,1.0,2/24/20
2575,Diamond Princess,691,3.0,2.0,2/24/20
2574,S. Korea,833,8.0,22.0,2/24/20
2573,China,77345,2593.0,25036.0,2/24/20
2572,Switzerland,1,0.0,0.0,2/25/20
2571,Sweden,1,0.0,0.0,2/25/20
2570,Sri Lanka,1,0.0,1.0,2/25/20
2569,Nepal,1,0.0,1.0,2/25/20
2568,Lebanon,1,0.0,0.0,2/25/20
2567,Finland,1,0.0,1.0,2/25/20
2566,Egypt,1,0.0,1.0,2/25/20
2565,Croatia,1,0.0,0.0,2/25/20
2564,Cambodia,1,0.0,1.0,2/25/20
2563,Belgium,1,0.0,1.0,2/25/20
2562,Afghanistan,1,0.0,0.0,2/25/20
2561,Russia,2,0.0,2.0,2/25/20
2560,Israel,2,0.0,0.0,2/25/20
2559,Austria,2,0.0,0.0,2/25/20
2558,India,3,0.0,3.0,2/25/20
2557,Philippines,3,1.0,2.0,2/25/20
2556,Oman,4,0.0,0.0,2/25/20
2555,Spain,5,0.0,2.0,2/25/20
2554,Iraq,5,0.0,0.0,2/25/20
2553,Kuwait,9,0.0,0.0,2/25/20
2552,Macao,10,0.0,5.0,2/25/20
2551,Canada,11,0.0,3.0,2/25/20
2550,U.A.E.,13,0.0,3.0,2/25/20
2549,U.K.,13,0.0,8.0,2/25/20
2548,France,14,1.0,11.0,2/25/20
2547,Vietnam,16,0.0,16.0,2/25/20
2546,Germany,16,0.0,14.0,2/25/20
2545,Malaysia,22,0.0,20.0,2/25/20
2544,Australia,22,0.0,11.0,2/25/20
2543,Bahrain,23,0.0,0.0,2/25/20
2542,Taiwan,31,1.0,5.0,2/25/20
2541,Thailand,37,0.0,21.0,2/25/20
2540,USA,57,0.0,6.0,2/25/20
2539,Hong Kong,85,2.0,18.0,2/25/20
2538,Singapore,91,0.0,58.0,2/25/20
2537,Iran,95,15.0,3.0,2/25/20
2536,Japan,161,1.0,23.0,2/25/20
2535,Italy,323,11.0,1.0,2/25/20
2534,Diamond Princess,691,4.0,10.0,2/25/20
2533,S. Korea,977,11.0,22.0,2/25/20
2532,China,77666,2664.0,27636.0,2/25/20
2531,Switzerland,1,0.0,0.0,2/26/20
2530,Sri Lanka,1,0.0,1.0,2/26/20
2529,Nepal,1,0.0,1.0,2/26/20
2528,North Macedonia,1,0.0,0.0,2/26/20
2527,Greece,1,0.0,0.0,2/26/20
2526,Egypt,1,0.0,1.0,2/26/20
2525,Cambodia,1,0.0,1.0,2/26/20
2524,Brazil,1,0.0,0.0,2/26/20
2523,Belgium,1,0.0,1.0,2/26/20
2522,Algeria,1,0.0,0.0,2/26/20
2521,Afghanistan,1,0.0,0.0,2/26/20
2520,Sweden,2,0.0,0.0,2/26/20
2519,Russia,2,0.0,2.0,2/26/20
2518,Pakistan,2,0.0,0.0,2/26/20
2517,Lebanon,2,0.0,0.0,2/26/20
2516,Israel,2,0.0,0.0,2/26/20
2515,Finland,2,0.0,1.0,2/26/20
2514,Croatia,2,0.0,0.0,2/26/20
2513,Austria,2,0.0,0.0,2/26/20
2512,India,3,0.0,3.0,2/26/20
2511,Philippines,3,1.0,2.0,2/26/20
2510,Oman,4,0.0,0.0,2/26/20
2509,Iraq,5,0.0,0.0,2/26/20
2508,Macao,10,0.0,6.0,2/26/20
2507,Spain,12,0.0,2.0,2/26/20
2506,Canada,12,0.0,3.0,2/26/20
2505,U.A.E.,13,0.0,3.0,2/26/20
2504,U.K.,13,0.0,8.0,2/26/20
2503,Vietnam,16,0.0,16.0,2/26/20
2502,France,17,2.0,11.0,2/26/20
2501,Germany,19,0.0,15.0,2/26/20
2500,Malaysia,22,0.0,20.0,2/26/20
2499,Australia,23,0.0,15.0,2/26/20
2498,Kuwait,26,0.0,0.0,2/26/20
2497,Bahrain,26,0.0,0.0,2/26/20
2496,Taiwan,32,1.0,5.0,2/26/20
2495,Thailand,40,0.0,22.0,2/26/20
2494,USA,57,0.0,6.0,2/26/20
2493,Hong Kong,89,2.0,18.0,2/26/20
2492,Singapore,93,0.0,62.0,2/26/20
2491,Iran,139,19.0,25.0,2/26/20
2490,Japan,172,2.0,23.0,2/26/20
2489,Italy,383,12.0,3.0,2/26/20
2488,Diamond Princess,705,4.0,10.0,2/26/20
2487,S. Korea,1261,12.0,24.0,2/26/20
2486,China,78073,2715.0,30049.0,2/26/20
2485,Sri Lanka,1,0.0,1.0,2/27/20
2484,Romania,1,0.0,0.0,2/27/20
2483,Norway,1,0.0,0.0,2/27/20
2482,Nepal,1,0.0,1.0,2/27/20
2481,North Macedonia,1,0.0,0.0,2/27/20
2480,Georgia,1,0.0,0.0,2/27/20
2479,Estonia,1,0.0,0.0,2/27/20
2478,Egypt,1,0.0,1.0,2/27/20
2477,Denmark,1,0.0,0.0,2/27/20
2476,Cambodia,1,0.0,1.0,2/27/20
2475,Brazil,1,0.0,0.0,2/27/20
2474,Belgium,1,0.0,1.0,2/27/20
2473,Algeria,1,0.0,0.0,2/27/20
2472,Afghanistan,1,0.0,0.0,2/27/20
2471,Russia,2,0.0,2.0,2/27/20
2470,Pakistan,2,0.0,0.0,2/27/20
2469,Finland,2,0.0,1.0,2/27/20
2468,Lebanon,3,0.0,0.0,2/27/20
2467,Israel,3,0.0,0.0,2/27/20
2466,India,3,0.0,3.0,2/27/20
2465,Greece,3,0.0,0.0,2/27/20
2464,Croatia,3,0.0,0.0,2/27/20
2463,Austria,3,0.0,0.0,2/27/20
2462,Philippines,3,1.0,2.0,2/27/20
2461,Switzerland,6,0.0,0.0,2/27/20
2460,Oman,6,0.0,0.0,2/27/20
2459,Iraq,6,0.0,0.0,2/27/20
2458,Sweden,7,0.0,0.0,2/27/20
2457,Macao,10,0.0,6.0,2/27/20
2456,Canada,12,0.0,3.0,2/27/20
2455,Vietnam,16,0.0,16.0,2/27/20
2454,U.K.,16,0.0,8.0,2/27/20
2453,Spain,17,0.0,2.0,2/27/20
2452,U.A.E.,19,0.0,5.0,2/27/20
2451,Malaysia,22,0.0,20.0,2/27/20
2450,Australia,23,0.0,15.0,2/27/20
2449,France,28,2.0,11.0,2/27/20
2448,Taiwan,32,1.0,5.0,2/27/20
2447,Bahrain,33,0.0,0.0,2/27/20
2446,Thailand,40,0.0,22.0,2/27/20
2445,Germany,41,0.0,15.0,2/27/20
2444,Kuwait,43,0.0,0.0,2/27/20
2443,USA,60,0.0,6.0,2/27/20
2442,Hong Kong,92,2.0,18.0,2/27/20
2441,Singapore,96,0.0,66.0,2/27/20
2440,Japan,207,4.0,32.0,2/27/20
2439,Iran,245,26.0,54.0,2/27/20
2438,Italy,655,17.0,45.0,2/27/20
2437,Diamond Princess,705,4.0,10.0,2/27/20
2436,S. Korea,1766,13.0,24.0,2/27/20
2435,China,78514,2747.0,32954.0,2/27/20
2434,Sri Lanka,1,0.0,1.0,2/28/20
2433,San Marino,1,0.0,0.0,2/28/20
2432,Nigeria,1,0.0,0.0,2/28/20
2431,New Zealand,1,0.0,0.0,2/28/20
2430,Nepal,1,0.0,1.0,2/28/20
2429,North Macedonia,1,0.0,0.0,2/28/20
2428,Lithuania,1,0.0,0.0,2/28/20
2427,Iceland,1,0.0,0.0,2/28/20
2426,Estonia,1,0.0,0.0,2/28/20
2425,Egypt,1,0.0,1.0,2/28/20
2424,Denmark,1,0.0,0.0,2/28/20
2423,Cambodia,1,0.0,1.0,2/28/20
2422,Brazil,1,0.0,0.0,2/28/20
2421,Belgium,1,0.0,1.0,2/28/20
2420,Belarus,1,0.0,0.0,2/28/20
2419,Azerbaijan,1,0.0,0.0,2/28/20
2418,Algeria,1,0.0,0.0,2/28/20
2417,Afghanistan,1,0.0,0.0,2/28/20
2416,Russia,2,0.0,2.0,2/28/20
2415,Pakistan,2,0.0,0.0,2/28/20
2414,Netherlands,2,0.0,0.0,2/28/20
2413,Mexico,2,0.0,0.0,2/28/20
2412,Georgia,2,0.0,0.0,2/28/20
2411,Finland,2,0.0,1.0,2/28/20
2410,Romania,3,0.0,1.0,2/28/20
2409,Lebanon,3,0.0,0.0,2/28/20
2408,India,3,0.0,3.0,2/28/20
2407,Philippines,3,1.0,2.0,2/28/20
2406,Norway,4,0.0,0.0,2/28/20
2405,Greece,4,0.0,0.0,2/28/20
2404,Croatia,5,0.0,0.0,2/28/20
2403,Oman,6,0.0,0.0,2/28/20
2402,Israel,6,0.0,1.0,2/28/20
2401,Austria,6,0.0,0.0,2/28/20
2400,Iraq,8,0.0,0.0,2/28/20
2399,Macao,10,0.0,6.0,2/28/20
2398,Sweden,11,0.0,0.0,2/28/20
2397,Canada,14,0.0,3.0,2/28/20
2396,Switzerland,15,0.0,0.0,2/28/20
2395,Vietnam,16,0.0,16.0,2/28/20
2394,U.A.E.,19,0.0,5.0,2/28/20
2393,U.K.,19,0.0,8.0,2/28/20
2392,Australia,24,0.0,15.0,2/28/20
2391,Malaysia,25,0.0,20.0,2/28/20
2390,Spain,33,0.0,2.0,2/28/20
2389,Taiwan,34,1.0,5.0,2/28/20
2388,Bahrain,38,0.0,0.0,2/28/20
2387,Thailand,41,0.0,22.0,2/28/20
2386,France,41,2.0,11.0,2/28/20
2385,Kuwait,45,0.0,0.0,2/28/20
2384,USA,60,0.0,6.0,2/28/20
2383,Germany,60,0.0,16.0,2/28/20
2382,Hong Kong,93,2.0,18.0,2/28/20
2381,Singapore,96,0.0,66.0,2/28/20
2380,Japan,226,5.0,32.0,2/28/20
2379,Iran,388,34.0,73.0,2/28/20
2378,Diamond Princess,705,6.0,10.0,2/28/20
2377,Italy,888,21.0,46.0,2/28/20
2376,S. Korea,2337,16.0,24.0,2/28/20
2375,China,78832,2788.0,36455.0,2/28/20
2374,Sri Lanka,1,0.0,1.0,2/29/20
2373,San Marino,1,0.0,0.0,2/29/20
2372,Qatar,1,0.0,0.0,2/29/20
2371,Nigeria,1,0.0,0.0,2/29/20
2370,New Zealand,1,0.0,0.0,2/29/20
2369,Nepal,1,0.0,1.0,2/29/20
2368,Monaco,1,0.0,0.0,2/29/20
2367,North Macedonia,1,0.0,0.0,2/29/20
2366,Lithuania,1,0.0,0.0,2/29/20
2365,Iceland,1,0.0,0.0,2/29/20
2364,Estonia,1,0.0,0.0,2/29/20
2363,Egypt,1,0.0,1.0,2/29/20
2362,Ecuador,1,0.0,0.0,2/29/20
2361,Cambodia,1,0.0,1.0,2/29/20
2360,Brazil,1,0.0,0.0,2/29/20
2359,Belgium,1,0.0,1.0,2/29/20
2358,Belarus,1,0.0,0.0,2/29/20
2357,Azerbaijan,1,0.0,0.0,2/29/20
2356,Algeria,1,0.0,0.0,2/29/20
2355,Afghanistan,1,0.0,0.0,2/29/20
2354,Russia,2,0.0,2.0,2/29/20
2353,Romania,3,0.0,1.0,2/29/20
2352,Mexico,3,0.0,0.0,2/29/20
2351,India,3,0.0,3.0,2/29/20
2350,Georgia,3,0.0,0.0,2/29/20
2349,Finland,3,0.0,1.0,2/29/20
2348,Denmark,3,0.0,0.0,2/29/20
2347,Philippines,3,1.0,2.0,2/29/20
2346,Pakistan,4,0.0,0.0,2/29/20
2345,Greece,4,0.0,0.0,2/29/20
2344,Oman,6,0.0,1.0,2/29/20
2343,Netherlands,6,0.0,0.0,2/29/20
2342,Croatia,6,0.0,0.0,2/29/20
2341,Lebanon,7,0.0,0.0,2/29/20
2340,Israel,7,0.0,1.0,2/29/20
2339,Austria,9,0.0,0.0,2/29/20
2338,Macao,10,0.0,6.0,2/29/20
2337,Sweden,12,0.0,0.0,2/29/20
2336,Iraq,13,0.0,0.0,2/29/20
2335,Norway,15,0.0,0.0,2/29/20
2334,Vietnam,16,0.0,16.0,2/29/20
2333,Canada,16,0.0,3.0,2/29/20
2332,Switzerland,19,0.0,0.0,2/29/20
2331,U.A.E.,21,0.0,5.0,2/29/20
2330,U.K.,23,0.0,8.0,2/29/20
2329,Malaysia,25,0.0,20.0,2/29/20
2328,Australia,25,0.0,15.0,2/29/20
2327,Taiwan,39,1.0,5.0,2/29/20
2326,Bahrain,41,0.0,0.0,2/29/20
2325,Thailand,42,0.0,28.0,2/29/20
2324,Kuwait,45,0.0,0.0,2/29/20
2323,Spain,50,0.0,2.0,2/29/20
2322,USA,68,1.0,7.0,2/29/20
2321,Germany,79,0.0,16.0,2/29/20
2320,Hong Kong,93,2.0,30.0,2/29/20
2319,France,100,2.0,12.0,2/29/20
2318,Singapore,102,0.0,72.0,2/29/20
2317,Japan,241,5.0,32.0,2/29/20
2316,Iran,593,43.0,123.0,2/29/20
2315,Diamond Princess,705,6.0,10.0,2/29/20
2314,Italy,1128,29.0,50.0,2/29/20
2313,S. Korea,3150,17.0,24.0,2/29/20
2312,China,79257,2835.0,39301.0,2/29/20
2311,Armenia,1,0.0,0.0,3/1/20
2310,Sri Lanka,1,0.0,1.0,3/1/20
2309,San Marino,1,0.0,0.0,3/1/20
2308,Nigeria,1,0.0,0.0,3/1/20
2307,New Zealand,1,0.0,0.0,3/1/20
2306,Nepal,1,0.0,1.0,3/1/20
2305,Monaco,1,0.0,0.0,3/1/20
2304,North Macedonia,1,0.0,0.0,3/1/20
2303,Luxembourg,1,0.0,0.0,3/1/20
2302,Lithuania,1,0.0,0.0,3/1/20
2301,Ireland,1,0.0,0.0,3/1/20
2300,Estonia,1,0.0,0.0,3/1/20
2299,Egypt,1,0.0,1.0,3/1/20
2298,Ecuador,1,0.0,0.0,3/1/20
2297,Dominican Republic,1,0.0,0.0,3/1/20
2296,Cambodia,1,0.0,1.0,3/1/20
2295,Belarus,1,0.0,0.0,3/1/20
2294,Afghanistan,1,0.0,0.0,3/1/20
2293,Russia,2,0.0,2.0,3/1/20
2292,Iceland,2,0.0,0.0,3/1/20
2291,Brazil,2,0.0,0.0,3/1/20
2290,Belgium,2,0.0,1.0,3/1/20
2289,Algeria,2,0.0,0.0,3/1/20
2288,Romania,3,0.0,1.0,3/1/20
2287,Qatar,3,0.0,0.0,3/1/20
2286,India,3,0.0,3.0,3/1/20
2285,Georgia,3,0.0,0.0,3/1/20
2284,Denmark,3,0.0,0.0,3/1/20
2283,Czechia,3,0.0,0.0,3/1/20
2282,Azerbaijan,3,0.0,0.0,3/1/20
2281,Philippines,3,1.0,2.0,3/1/20
2280,Pakistan,4,0.0,0.0,3/1/20
2279,Mexico,4,0.0,0.0,3/1/20
2278,Oman,6,0.0,1.0,3/1/20
2277,Finland,6,0.0,1.0,3/1/20
2276,Israel,7,0.0,1.0,3/1/20
2275,Greece,7,0.0,0.0,3/1/20
2274,Croatia,7,0.0,0.0,3/1/20
2273,Netherlands,10,0.0,0.0,3/1/20
2272,Lebanon,10,0.0,0.0,3/1/20
2271,Macao,10,0.0,6.0,3/1/20
2270,Sweden,13,0.0,0.0,3/1/20
2269,Austria,14,0.0,0.0,3/1/20
2268,Vietnam,16,0.0,16.0,3/1/20
2267,Switzerland,19,0.0,1.0,3/1/20
2266,Norway,19,0.0,0.0,3/1/20
2265,Iraq,19,0.0,0.0,3/1/20
2264,Canada,20,0.0,4.0,3/1/20
2263,U.A.E.,21,0.0,5.0,3/1/20
2262,Australia,26,1.0,15.0,3/1/20
2261,Malaysia,29,0.0,22.0,3/1/20
2260,U.K.,36,0.0,8.0,3/1/20
2259,Taiwan,40,1.0,12.0,3/1/20
2258,Thailand,42,1.0,30.0,3/1/20
2257,Kuwait,46,0.0,0.0,3/1/20
2256,Bahrain,47,0.0,0.0,3/1/20
2255,USA,73,1.0,9.0,3/1/20
2254,Spain,79,0.0,2.0,3/1/20
2253,Hong Kong,100,2.0,36.0,3/1/20
2252,Singapore,106,0.0,74.0,3/1/20
2251,Germany,129,0.0,16.0,3/1/20
2250,France,130,2.0,12.0,3/1/20
2249,Japan,252,6.0,32.0,3/1/20
2248,Diamond Princess,705,7.0,10.0,3/1/20
2247,Iran,978,54.0,175.0,3/1/20
2246,Italy,1694,34.0,83.0,3/1/20
2245,S. Korea,3736,21.0,30.0,3/1/20
2244,China,79828,2870.0,42114.0,3/1/20
2243,Tunisia,1,0.0,0.0,3/2/20
2242,Sri Lanka,1,0.0,1.0,3/2/20
2241,Senegal,1,0.0,0.0,3/2/20
2240,Saudi Arabia,1,0.0,0.0,3/2/20
2239,Nigeria,1,0.0,0.0,3/2/20
2238,New Zealand,1,0.0,0.0,3/2/20
2237,Nepal,1,0.0,1.0,3/2/20
2236,Morocco,1,0.0,0.0,3/2/20
2235,Monaco,1,0.0,0.0,3/2/20
2234,North Macedonia,1,0.0,0.0,3/2/20
2233,Luxembourg,1,0.0,0.0,3/2/20
2232,Lithuania,1,0.0,0.0,3/2/20
2231,Latvia,1,0.0,0.0,3/2/20
2230,Jordan,1,0.0,0.0,3/2/20
2229,Ireland,1,0.0,0.0,3/2/20
2228,Estonia,1,0.0,0.0,3/2/20
2227,Dominican Republic,1,0.0,0.0,3/2/20
2226,Cambodia,1,0.0,1.0,3/2/20
2225,Belarus,1,0.0,0.0,3/2/20
2224,Armenia,1,0.0,0.0,3/2/20
2223,Andorra,1,0.0,0.0,3/2/20
2222,Afghanistan,1,0.0,0.0,3/2/20
2221,Portugal,2,0.0,0.0,3/2/20
2220,Indonesia,2,0.0,0.0,3/2/20
2219,Egypt,2,0.0,1.0,3/2/20
2218,Brazil,2,0.0,0.0,3/2/20
2217,Russia,3,0.0,2.0,3/2/20
2216,Romania,3,0.0,1.0,3/2/20
2215,Georgia,3,0.0,0.0,3/2/20
2214,Czechia,3,0.0,0.0,3/2/20
2213,Azerbaijan,3,0.0,0.0,3/2/20
2212,Algeria,3,0.0,0.0,3/2/20
2211,Philippines,3,1.0,2.0,3/2/20
2210,Pakistan,4,0.0,0.0,3/2/20
2209,Denmark,4,0.0,0.0,3/2/20
2208,Mexico,5,0.0,0.0,3/2/20
2207,Oman,6,0.0,2.0,3/2/20
2206,India,6,0.0,3.0,3/2/20
2205,Iceland,6,0.0,0.0,3/2/20
2204,Finland,6,0.0,1.0,3/2/20
2203,Ecuador,6,0.0,0.0,3/2/20
2202,Qatar,7,0.0,0.0,3/2/20
2201,Greece,7,0.0,0.0,3/2/20
2200,Croatia,8,0.0,0.0,3/2/20
2199,Belgium,8,0.0,1.0,3/2/20
2198,San Marino,8,1.0,0.0,3/2/20
2197,Macao,10,0.0,6.0,3/2/20
2196,Israel,12,0.0,1.0,3/2/20
2195,Lebanon,13,0.0,0.0,3/2/20
2194,Sweden,15,0.0,0.0,3/2/20
2193,Vietnam,16,0.0,16.0,3/2/20
2192,Netherlands,18,0.0,0.0,3/2/20
2191,Austria,18,0.0,0.0,3/2/20
2190,U.A.E.,21,0.0,5.0,3/2/20
2189,Switzerland,24,0.0,1.0,3/2/20
2188,Norway,25,0.0,0.0,3/2/20
2187,Iraq,26,0.0,0.0,3/2/20
2186,Canada,27,0.0,7.0,3/2/20
2185,Malaysia,29,0.0,22.0,3/2/20
2184,Australia,33,1.0,15.0,3/2/20
2183,U.K.,40,0.0,8.0,3/2/20
2182,Taiwan,41,1.0,12.0,3/2/20
2181,Thailand,43,1.0,30.0,3/2/20
2180,Bahrain,49,0.0,0.0,3/2/20
2179,Kuwait,56,0.0,0.0,3/2/20
2178,USA,99,6.0,9.0,3/2/20
2177,Hong Kong,100,2.0,36.0,3/2/20
2176,Singapore,108,0.0,78.0,3/2/20
2175,Spain,120,0.0,2.0,3/2/20
2174,Germany,165,0.0,16.0,3/2/20
2173,France,191,3.0,12.0,3/2/20
2172,Japan,274,6.0,42.0,3/2/20
2171,Diamond Princess,705,7.0,100.0,3/2/20
2170,Iran,1501,66.0,291.0,3/2/20
2169,Italy,2036,52.0,149.0,3/2/20
2168,S. Korea,4335,28.0,30.0,3/2/20
2167,China,80026,2912.0,44822.0,3/2/20
2166,Liechtenstein,1,0.0,0.0,3/3/20
2165,Argentina,1,0.0,0.0,3/3/20
2164,Ukraine,1,0.0,0.0,3/3/20
2163,Tunisia,1,0.0,0.0,3/3/20
2162,Sri Lanka,1,0.0,1.0,3/3/20
2161,Senegal,1,0.0,0.0,3/3/20
2160,Saudi Arabia,1,0.0,0.0,3/3/20
2159,Nigeria,1,0.0,0.0,3/3/20
2158,New Zealand,1,0.0,0.0,3/3/20
2157,Nepal,1,0.0,1.0,3/3/20
2156,Morocco,1,0.0,0.0,3/3/20
